job_id,job_title,company_name,industry,job_location,employment_type,experience_required_years,salary_min,salary_max,skills_required,education_required,posted_date,scrape_date,job_source
592,Customer Service Manager,SAP,Cybersecurity,Toronto,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,15-08-2021,15-09-2021,TimesJobs
593,Generative AI Engineer,Cognizant,Information Technology,Paris,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-08-2021,16-09-2021,Referral
594,Business Intelligence Analyst,Amazon,Information Technology,Kochi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-08-2021,17-09-2021,Glassdoor
595,HR Analyst,Ola,BPO / KPO,Chennai,Internship,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,18-08-2021,18-09-2021,GitHub Jobs
596,HR Analyst,Byjus,Information Technology,Berlin,Internship,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,19-08-2021,19-09-2021,Upwork
597,Operations Executive,HCL Technologies,Telecom,Indore,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-08-2021,20-09-2021,Monster
598,Site Reliability Engineer,Ola,IT Services,Singapore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-08-2021,21-09-2021,GitHub Jobs
599,Data Analyst,Zoho,Logistics & Supply Chain,Delhi,Part-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-08-2021,22-09-2021,TimesJobs
600,HR Analyst,Cognizant,IT Services,Lucknow,Full-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,23-08-2021,23-09-2021,Freelancer
601,Data Analyst,Reliance Jio,Cybersecurity,Kolkata,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-08-2021,24-09-2021,Indeed
602,Call Center Agent,Sutherland Global,EdTech,Sydney,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,25-08-2021,25-09-2021,Stack Overflow Jobs
603,Data Analyst,Reliance Jio,Healthcare Technology,London,Freelance,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-08-2021,26-09-2021,Monster
604,BPO Team Lead,Zoho,IT Services,Noida,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,27-08-2021,27-09-2021,TimesJobs
605,Operations Executive,Birlasoft,Information Technology,Sydney,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-08-2021,28-09-2021,Glassdoor
606,BPO Team Lead,Deloitte,IT Services,Bhopal,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,29-08-2021,29-09-2021,Upwork
607,AI Engineer,Persistent Systems,E-commerce,Delhi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-08-2021,30-09-2021,TimesJobs
608,Customer Service Manager,Oracle,Software Development,Noida,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,31-08-2021,01-10-2021,LinkedIn
609,Telemarketing Executive,Meta,Digital Marketing,Nagpur,Contract,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,01-09-2021,02-10-2021,Freelancer
610,Test Engineer,Amazon,Cloud Computing,Delhi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-09-2021,03-10-2021,TimesJobs
611,Business Intelligence Analyst,Flipkart,Human Resources Services,Gurgaon,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-09-2021,04-10-2021,Referral
612,BPO Team Lead,Tech Mahindra,Information Technology,Mumbai,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,04-09-2021,05-10-2021,Referral
613,Power BI Developer,Google,Cybersecurity,Singapore,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-09-2021,06-10-2021,Freelancer
614,Telemarketing Executive,Concentrix,Human Resources Services,Berlin,Full-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,06-09-2021,07-10-2021,Freelancer
615,Social Media Executive,Capgemini,BPO / KPO,Chennai,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,07-09-2021,08-10-2021,Stack Overflow Jobs
616,Cloud Solutions Architect,Zomato,Data & Analytics,Sydney,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-09-2021,09-10-2021,Naukri.com
617,Risk & Compliance Analyst,Tata Consultancy Services,IT Services,Nagpur,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-09-2021,10-10-2021,Indeed
618,Telemarketing Executive,Salesforce,Business Consulting,Toronto,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,10-09-2021,11-10-2021,Monster
619,Analytics Engineer,Zoho,Cybersecurity,Kochi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-09-2021,12-10-2021,Glassdoor
620,Financial Analyst,Salesforce,Cybersecurity,Patna,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-09-2021,13-10-2021,Upwork
621,Digital Marketing Analyst,PhonePe,IT Services,Kochi,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,13-09-2021,14-10-2021,AngelList
622,Cloud Solutions Architect,Cyient,Business Consulting,Paris,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-09-2021,15-10-2021,Upwork
623,Product Analyst,Cyient,Business Consulting,Kolkata,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-09-2021,16-10-2021,Company Website
624,Power BI Developer,IBM India,Banking & Insurance,Jaipur,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-09-2021,17-10-2021,Upwork
625,Risk & Compliance Analyst,Microsoft,Healthcare Technology,Lucknow,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-09-2021,18-10-2021,Indeed
626,Risk & Compliance Analyst,Teleperformance,Telecom,Raipur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-09-2021,19-10-2021,Freelancer
627,Data Analyst,Amazon,Data & Analytics,Berlin,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-09-2021,20-10-2021,Referral
628,Senior Data Analyst,Birlasoft,Human Resources Services,Toronto,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-09-2021,21-10-2021,Indeed
629,Site Reliability Engineer,Freshworks,Data & Analytics,Lucknow,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-09-2021,22-10-2021,Indeed
630,Business Intelligence Analyst,Wipro,Human Resources Services,Indore,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-09-2021,23-10-2021,Upwork
631,Business Intelligence Analyst,Ola,E-commerce,Singapore,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-09-2021,24-10-2021,LinkedIn
632,Marketing Executive,Salesforce,Business Consulting,Chennai,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,24-09-2021,25-10-2021,Upwork
633,Full Stack Developer,Reliance Jio,E-commerce,New York,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-09-2021,26-10-2021,CareerBuilder
634,Site Reliability Engineer,Reliance Jio,Digital Marketing,Lucknow,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-09-2021,27-10-2021,CareerBuilder
635,Cybersecurity Analyst,Mphasis,Cybersecurity,Noida,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-09-2021,28-10-2021,GitHub Jobs
636,AI Engineer,Mphasis,Healthcare Technology,Chandigarh,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-09-2021,29-10-2021,Stack Overflow Jobs
637,Product Manager,Wipro,Cloud Computing,Chandigarh,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-09-2021,30-10-2021,TimesJobs
638,Recruitment Executive,Hexaware Technologies,IT Services,Raipur,Internship,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,30-09-2021,31-10-2021,SimplyHired
639,AI Engineer,Tata Consultancy Services,Digital Marketing,Indore,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-10-2021,01-11-2021,TimesJobs
640,QA Analyst,Wipro,EdTech,Pune,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-10-2021,02-11-2021,Referral
641,Risk & Compliance Analyst,Cognizant,Artificial Intelligence,Chandigarh,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-10-2021,03-11-2021,Referral
642,Operations Executive,Teleperformance,Telecom,Gurgaon,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-10-2021,04-11-2021,TimesJobs
643,Operations Executive,Freshworks,IT Services,London,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-10-2021,05-11-2021,Naukri.com
644,Data Analyst,Birlasoft,Data & Analytics,Hyderabad,Full-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-10-2021,06-11-2021,Indeed
645,Product Analyst,Swiggy,Telecom,Indore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-10-2021,07-11-2021,Naukri.com
646,Operations Executive,Capgemini,Data & Analytics,Ranchi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-10-2021,08-11-2021,TimesJobs
647,Power BI Developer,Zoho,Data & Analytics,Bhopal,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-10-2021,09-11-2021,Upwork
648,Information Security Engineer,Google,Cybersecurity,Kolkata,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-10-2021,10-11-2021,Referral
649,Senior Data Analyst,Adobe,Banking & Insurance,Chennai,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-10-2021,11-11-2021,AngelList
650,Customer Service Manager,Meta,Human Resources Services,Singapore,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,12-10-2021,12-11-2021,Freelancer
651,Generative AI Engineer,Meta,EdTech,London,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-10-2021,13-11-2021,TimesJobs
652,Data Analyst,EY,Telecom,Bengaluru,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-10-2021,14-11-2021,Company Website
653,Recruitment Executive,Meta,Healthcare Technology,Hyderabad,Freelance,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,15-10-2021,15-11-2021,LinkedIn
654,HR Analyst,Infosys,Logistics & Supply Chain,New York,Full-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,16-10-2021,16-11-2021,Glassdoor
655,Frontend Developer,Capgemini,Information Technology,Pune,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-10-2021,17-11-2021,Freelancer
656,Generative AI Engineer,HCL Technologies,EdTech,Lucknow,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-10-2021,18-11-2021,Stack Overflow Jobs
657,Fraud Detection Analyst,Amazon,Cloud Computing,Chennai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-10-2021,19-11-2021,Monster
658,Test Engineer,Wipro,E-commerce,Kolkata,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-10-2021,20-11-2021,Company Website
659,Growth Analyst,KPMG,Logistics & Supply Chain,Berlin,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,21-10-2021,21-11-2021,LinkedIn
660,Content Analyst,KPMG,Product & SaaS,Toronto,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,22-10-2021,22-11-2021,Glassdoor
661,Machine Learning Engineer,Paytm,Human Resources Services,Hyderabad,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-10-2021,23-11-2021,TimesJobs
662,Cybersecurity Analyst,SAP,Telecom,Jaipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-10-2021,24-11-2021,Indeed
663,HR Analyst,Zensar Technologies,Healthcare Technology,Gurgaon,Part-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,25-10-2021,25-11-2021,CareerBuilder
664,Machine Learning Engineer,Genpact,EdTech,Chandigarh,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-10-2021,26-11-2021,Naukri.com
665,Financial Analyst,HGS,Business Consulting,Bhopal,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-10-2021,27-11-2021,GitHub Jobs
666,Data Scientist,Sutherland Global,Banking & Insurance,Ranchi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-10-2021,28-11-2021,GitHub Jobs
